Region,Grade,Sample Name,Absorbance,Concentration,Dry matter content,Caffiene Content
Sabaragamuwa Region,BOPF,SAB_BOPF_16732,0.344,18.68,94.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_15416,0.32,20.68,93.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_38001,0.317,20.99,94.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_24058,0.372,22.65,93.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_34316,0.28,21.33,95.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_38705,0.374,20.08,94.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_28249,0.332,20.58,94.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_30227,0.416,18.34,93.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_32858,0.339,19.87,94.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_26998,0.329,22.12,92.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_26713,0.376,15.16,93.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_11319,0.342,19.61,93.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_13241,0.307,15.89,94.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_37119,0.238,20.07,94.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_27218,0.241,18.37,94.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_34596,0.354,21.87,91.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_01239,0.423,18.87,93.27,
Sabaragamuwa Region,BOPF,SAB_BOPF_33189,0.298,20.66,93.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_13349,0.327,18.74,94.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_01799,0.431,19.66,93.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_15111,0.317,20.19,93.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_31472,0.323,21.12,92.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_14628,0.333,16.64,93.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_06030,0.256,18.09,92.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_20983,0.334,19.84,94.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_33611,0.337,16.92,94.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_01814,0.372,19.86,93.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_07181,0.426,23.18,93.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_23168,0.351,21.84,95.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_09984,0.319,17.49,92.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_14307,0.36,17.73,93.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_19911,0.313,18.09,93.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_39194,0.354,18.1,94.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_15478,0.266,19.91,91.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_16639,0.267,16.82,96.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_34617,0.405,19.68,92.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_06541,0.281,18.39,94.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_31978,0.255,19.56,95.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_27152,0.423,19.14,94.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_05944,0.296,20.22,93.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_22645,0.408,19.78,94.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_17314,0.349,20.0,94.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_23798,0.317,19.01,94.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_02559,0.394,18.99,95.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_18002,0.373,16.64,94.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_39798,0.248,21.62,92.11,
Sabaragamuwa Region,BOPF,SAB_BOPF_31346,0.366,17.03,93.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_38505,0.295,22.36,93.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_15087,0.303,15.8,94.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_14079,0.307,23.16,92.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_00203,0.338,18.91,94.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_26236,0.342,18.95,93.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_34299,0.278,20.53,90.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_11316,0.261,17.51,96.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_38249,0.354,19.36,93.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_36825,0.313,18.99,93.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_35674,0.345,23.0,93.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_06458,0.281,19.74,96.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_32647,0.336,21.46,94.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_17512,0.363,16.45,93.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_38762,0.392,17.26,95.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_32086,0.355,21.07,94.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_00917,0.263,16.87,92.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_09452,0.316,18.7,93.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_08367,0.335,18.39,91.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_32093,0.37,20.83,93.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_01551,0.271,17.38,93.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_22121,0.324,19.93,95.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_37578,0.349,21.29,95.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_26278,0.391,19.4,93.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_10732,0.262,18.82,94.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_16479,0.351,16.19,92.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_38790,0.355,19.07,95.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_26872,0.362,16.36,94.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_26755,0.322,19.86,94.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_08797,0.372,21.94,96.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_05989,0.306,18.1,93.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_22185,0.373,18.79,96.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_08992,0.314,22.03,95.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_21963,0.287,18.78,94.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_23999,0.348,15.35,95.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_19476,0.334,19.7,94.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_08271,0.369,16.61,96.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_04182,0.328,17.85,91.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_13528,0.303,17.82,95.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_14214,0.399,21.09,95.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_38974,0.4,17.15,93.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_17078,0.363,18.57,94.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_27686,0.366,17.36,93.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_22280,0.32,19.83,96.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_04449,0.363,20.88,93.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_16363,0.31,22.74,90.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_17531,0.32,22.64,93.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_07649,0.323,20.76,91.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_36404,0.372,19.88,92.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_06378,0.313,17.96,95.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_23916,0.382,14.51,93.97,
Sabaragamuwa Region,BOPF,SAB_BOPF_33429,0.302,19.89,93.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_00319,0.303,18.52,95.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_35371,0.45,17.81,93.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_37584,0.392,18.06,92.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_17516,0.297,19.48,93.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_29436,0.316,20.81,92.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_12104,0.388,13.97,92.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_09086,0.333,21.61,94.0,
Sabaragamuwa Region,BOPF,SAB_BOPF_34949,0.335,18.3,94.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_08830,0.386,19.68,92.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_23202,0.392,17.1,95.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_17965,0.302,19.46,92.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_14735,0.286,14.83,93.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_00515,0.309,17.58,93.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_08914,0.365,20.19,94.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_29559,0.414,17.84,94.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_03252,0.404,17.68,94.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_13223,0.276,18.53,93.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_24553,0.358,18.28,94.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_11888,0.36,17.6,95.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_36078,0.309,20.62,92.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_05128,0.364,19.69,95.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_12270,0.298,17.29,92.35,
Sabaragamuwa Region,BOPF,SAB_BOPF_00359,0.343,17.81,93.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_32704,0.281,18.39,95.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_27837,0.342,18.74,94.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_23262,0.352,19.18,93.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_21118,0.354,15.36,94.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_38298,0.336,18.73,94.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_06324,0.425,17.48,94.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_38434,0.342,18.38,92.1,
Sabaragamuwa Region,BOPF,SAB_BOPF_14789,0.243,18.65,92.23,
Sabaragamuwa Region,BOPF,SAB_BOPF_13468,0.376,21.74,92.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_32217,0.31,23.48,95.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_15287,0.288,17.17,93.47,
Sabaragamuwa Region,BOPF,SAB_BOPF_14682,0.345,20.99,93.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_14832,0.283,19.51,92.7,
Sabaragamuwa Region,BOPF,SAB_BOPF_21845,0.299,20.49,93.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_39058,0.393,19.93,92.82,
Sabaragamuwa Region,BOPF,SAB_BOPF_09008,0.328,16.71,94.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_28702,0.416,24.3,94.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_07099,0.342,21.01,93.89,
Sabaragamuwa Region,BOPF,SAB_BOPF_20370,0.345,20.43,93.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_18001,0.303,18.67,93.22,
Sabaragamuwa Region,BOPF,SAB_BOPF_13862,0.314,18.53,95.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_27616,0.288,22.53,93.84,
Sabaragamuwa Region,BOPF,SAB_BOPF_11751,0.307,17.2,92.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_25032,0.358,20.77,94.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_37696,0.317,20.84,95.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_10758,0.378,20.33,92.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_35345,0.35,19.45,92.24,
Sabaragamuwa Region,BOPF,SAB_BOPF_24094,0.326,17.19,92.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_14423,0.388,18.51,95.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_34762,0.306,21.57,93.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_06295,0.351,21.19,95.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_06200,0.339,19.97,93.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_26103,0.404,19.1,94.28,
Sabaragamuwa Region,BOPF,SAB_BOPF_01565,0.332,18.11,94.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_14450,0.354,16.83,95.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_29010,0.338,17.28,93.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_21399,0.307,21.61,92.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_35083,0.38,20.34,90.92,
Sabaragamuwa Region,BOPF,SAB_BOPF_31679,0.324,21.8,92.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_24384,0.338,16.32,94.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_38347,0.356,16.98,93.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_09887,0.295,18.74,94.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_17697,0.325,14.88,96.19,
Sabaragamuwa Region,BOPF,SAB_BOPF_26166,0.292,20.59,94.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_35893,0.267,21.62,96.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_39536,0.294,19.94,93.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_24193,0.453,14.29,94.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_23940,0.345,19.61,94.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_16691,0.392,19.59,97.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_26652,0.334,16.93,93.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_39757,0.328,17.68,94.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_26233,0.375,17.56,93.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_03150,0.362,19.22,95.48,
Sabaragamuwa Region,BOPF,SAB_BOPF_08219,0.323,19.36,93.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_23987,0.304,18.97,91.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_33632,0.374,20.49,94.09,
Sabaragamuwa Region,BOPF,SAB_BOPF_27097,0.254,18.25,93.16,
Sabaragamuwa Region,BOPF,SAB_BOPF_14379,0.307,16.81,93.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_29351,0.413,19.62,94.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_35652,0.359,19.99,92.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_16831,0.32,18.31,91.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_06865,0.322,18.58,94.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_14810,0.258,19.13,94.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_01475,0.383,19.6,94.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_02378,0.339,18.77,94.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_15778,0.343,16.94,92.69,
Sabaragamuwa Region,BOPF,SAB_BOPF_14044,0.321,21.61,94.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_38088,0.312,18.75,92.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_39412,0.323,24.29,92.87,
Sabaragamuwa Region,BOPF,SAB_BOPF_17397,0.303,19.1,92.29,
Sabaragamuwa Region,BOPF,SAB_BOPF_25183,0.335,21.26,95.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_19888,0.279,22.2,92.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_17936,0.384,21.88,94.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_26704,0.353,16.44,95.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_03754,0.431,19.47,93.2,
Sabaragamuwa Region,BOPF,SAB_BOPF_10111,0.318,19.68,92.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_37473,0.28,20.09,93.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_34247,0.284,19.54,93.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_34455,0.42,19.44,93.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_10831,0.307,23.06,95.49,
Sabaragamuwa Region,BOPF,SAB_BOPF_29774,0.369,22.8,93.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_39066,0.303,15.25,92.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_18951,0.293,19.48,93.99,
Sabaragamuwa Region,BOPF,SAB_BOPF_09500,0.282,15.8,93.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_31410,0.434,19.23,93.5,
Sabaragamuwa Region,BOPF,SAB_BOPF_25110,0.337,19.61,94.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_02918,0.33,19.19,94.03,
Sabaragamuwa Region,BOPF,SAB_BOPF_15924,0.328,23.99,91.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_26833,0.275,20.81,92.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_37631,0.311,17.28,94.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_22755,0.341,16.52,94.4,
Sabaragamuwa Region,BOPF,SAB_BOPF_22496,0.357,20.1,96.36,
Sabaragamuwa Region,BOPF,SAB_BOPF_26715,0.328,21.88,96.25,
Sabaragamuwa Region,BOPF,SAB_BOPF_01235,0.332,17.77,94.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_07093,0.337,20.71,93.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_22190,0.387,20.22,93.39,
Sabaragamuwa Region,BOPF,SAB_BOPF_16317,0.37,24.23,94.76,
Sabaragamuwa Region,BOPF,SAB_BOPF_06135,0.314,15.91,93.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_22268,0.28,14.89,94.63,
Sabaragamuwa Region,BOPF,SAB_BOPF_18192,0.345,16.91,96.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_03820,0.309,18.26,92.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_39291,0.322,19.22,96.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_01211,0.372,19.16,94.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_35095,0.367,17.55,91.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_13949,0.36,18.08,93.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_17214,0.253,21.02,96.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_00628,0.331,17.84,94.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_32812,0.369,21.9,95.26,
Sabaragamuwa Region,BOPF,SAB_BOPF_11090,0.324,17.91,94.88,
Sabaragamuwa Region,BOPF,SAB_BOPF_06201,0.227,22.46,93.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_12337,0.375,18.32,94.0,
Sabaragamuwa Region,BOPF,SAB_BOPF_36890,0.34,18.73,94.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_29432,0.419,20.45,93.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_36859,0.363,19.5,95.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_17683,0.358,21.67,94.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_06748,0.312,18.26,92.43,
Sabaragamuwa Region,BOPF,SAB_BOPF_10632,0.263,19.88,93.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_28050,0.305,17.82,93.21,
Sabaragamuwa Region,BOPF,SAB_BOPF_27258,0.369,15.33,93.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_35151,0.329,14.61,94.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_31193,0.377,15.61,94.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_04736,0.366,20.22,93.81,
Sabaragamuwa Region,BOPF,SAB_BOPF_36833,0.301,16.65,93.79,
Sabaragamuwa Region,BOPF,SAB_BOPF_37916,0.334,20.79,95.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_02198,0.374,18.55,92.12,
Sabaragamuwa Region,BOPF,SAB_BOPF_07497,0.295,20.36,94.56,
Sabaragamuwa Region,BOPF,SAB_BOPF_00384,0.304,20.15,95.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_03822,0.35,20.64,95.54,
Sabaragamuwa Region,BOPF,SAB_BOPF_15282,0.332,18.61,92.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_10223,0.341,18.98,93.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_26529,0.234,19.35,93.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_09485,0.335,21.25,94.73,
Sabaragamuwa Region,BOPF,SAB_BOPF_30197,0.297,15.25,93.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_38549,0.377,19.94,94.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_12640,0.299,21.4,93.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_36097,0.323,20.09,92.78,
Sabaragamuwa Region,BOPF,SAB_BOPF_10487,0.317,18.05,98.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_17300,0.385,15.77,92.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_35389,0.358,19.78,94.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_23537,0.323,21.72,94.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_08376,0.395,18.86,93.14,
Sabaragamuwa Region,BOPF,SAB_BOPF_22188,0.329,17.32,94.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_33452,0.282,16.68,95.15,
Sabaragamuwa Region,BOPF,SAB_BOPF_27625,0.367,19.52,92.04,
Sabaragamuwa Region,BOPF,SAB_BOPF_39532,0.318,18.11,93.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_27831,0.363,20.64,93.68,
Sabaragamuwa Region,BOPF,SAB_BOPF_09131,0.379,17.43,92.52,
Sabaragamuwa Region,BOPF,SAB_BOPF_39501,0.37,18.0,95.07,
Sabaragamuwa Region,BOPF,SAB_BOPF_37572,0.366,19.16,94.98,
Sabaragamuwa Region,BOPF,SAB_BOPF_18158,0.381,16.94,93.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_18273,0.308,16.02,92.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_26435,0.345,20.05,95.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_13672,0.297,17.75,92.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_39784,0.378,18.16,93.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_13464,0.338,17.69,93.64,
Sabaragamuwa Region,BOPF,SAB_BOPF_07372,0.429,17.41,93.72,
Sabaragamuwa Region,BOPF,SAB_BOPF_02148,0.272,17.17,95.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_07178,0.295,20.15,91.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_06239,0.329,20.95,92.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_36213,0.337,19.15,92.9,
Sabaragamuwa Region,BOPF,SAB_BOPF_15784,0.368,18.99,96.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_21973,0.318,19.77,93.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_26229,0.341,18.45,95.34,
Sabaragamuwa Region,BOPF,SAB_BOPF_18873,0.282,16.61,94.8,
Sabaragamuwa Region,BOPF,SAB_BOPF_25280,0.363,18.09,93.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_31891,0.378,17.68,93.51,
Sabaragamuwa Region,BOPF,SAB_BOPF_29626,0.262,19.57,95.61,
Sabaragamuwa Region,BOPF,SAB_BOPF_26626,0.302,17.89,92.32,
Sabaragamuwa Region,BOPF,SAB_BOPF_09673,0.391,21.73,93.67,
Sabaragamuwa Region,BOPF,SAB_BOPF_11979,0.323,21.54,93.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_01928,0.341,21.73,94.37,
Sabaragamuwa Region,BOPF,SAB_BOPF_32455,0.319,18.42,93.53,
Sabaragamuwa Region,BOPF,SAB_BOPF_30486,0.31,17.07,96.33,
Sabaragamuwa Region,BOPF,SAB_BOPF_27422,0.322,17.77,94.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_08655,0.274,21.67,92.77,
Sabaragamuwa Region,BOPF,SAB_BOPF_14787,0.337,20.11,94.55,
Sabaragamuwa Region,BOPF,SAB_BOPF_09066,0.308,16.56,93.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_31227,0.311,17.28,95.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_23962,0.324,21.4,94.86,
Sabaragamuwa Region,BOPF,SAB_BOPF_02249,0.311,19.08,95.3,
Sabaragamuwa Region,BOPF,SAB_BOPF_35372,0.388,15.29,94.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_18752,0.281,18.42,92.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_16781,0.402,19.32,93.06,
Sabaragamuwa Region,BOPF,SAB_BOPF_18104,0.309,21.14,93.65,
Sabaragamuwa Region,BOPF,SAB_BOPF_16159,0.378,19.35,93.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_15573,0.318,16.79,93.93,
Sabaragamuwa Region,BOPF,SAB_BOPF_06758,0.374,15.23,93.96,
Sabaragamuwa Region,BOPF,SAB_BOPF_00646,0.405,21.17,94.62,
Sabaragamuwa Region,BOPF,SAB_BOPF_19330,0.375,16.83,94.02,
Sabaragamuwa Region,BOPF,SAB_BOPF_06737,0.294,17.81,93.13,
Sabaragamuwa Region,BOPF,SAB_BOPF_11534,0.36,16.43,96.41,
Sabaragamuwa Region,BOPF,SAB_BOPF_39172,0.366,21.66,91.94,
Sabaragamuwa Region,BOPF,SAB_BOPF_34056,0.338,19.41,93.66,
Sabaragamuwa Region,BOPF,SAB_BOPF_03348,0.361,16.66,92.08,
Sabaragamuwa Region,BOPF,SAB_BOPF_00478,0.313,15.98,95.91,
Sabaragamuwa Region,BOPF,SAB_BOPF_18594,0.311,19.76,93.42,
Sabaragamuwa Region,BOPF,SAB_BOPF_15288,0.392,20.04,93.58,
Sabaragamuwa Region,BOPF,SAB_BOPF_09134,0.312,17.14,93.57,
Sabaragamuwa Region,BOPF,SAB_BOPF_27401,0.425,16.78,94.71,
Sabaragamuwa Region,BOPF,SAB_BOPF_27518,0.272,15.62,94.6,
Sabaragamuwa Region,BOPF,SAB_BOPF_27539,0.316,19.96,94.46,
Sabaragamuwa Region,BOPF,SAB_BOPF_23611,0.293,17.37,93.74,
Sabaragamuwa Region,BOPF,SAB_BOPF_34222,0.277,16.36,95.38,
Sabaragamuwa Region,BOPF,SAB_BOPF_27727,0.349,18.58,95.75,
Sabaragamuwa Region,BOPF,SAB_BOPF_27256,0.385,18.09,94.44,
Sabaragamuwa Region,BOPF,SAB_BOPF_06635,0.37,15.35,93.01,
Sabaragamuwa Region,BOPF,SAB_BOPF_26665,0.339,19.68,94.45,
Sabaragamuwa Region,BOPF,SAB_BOPF_12451,0.414,19.65,93.95,
Sabaragamuwa Region,BOPF,SAB_BOPF_18551,0.272,20.62,94.85,
Sabaragamuwa Region,BOPF,SAB_BOPF_15839,0.348,18.38,94.05,
Sabaragamuwa Region,BOPF,SAB_BOPF_37315,0.274,18.55,95.77,
